Delay,Flight,DayOfWeek,Time,Length,Airline_enc,AirportFrom_enc,AirportTo_enc
0,2652,3,770,66,17,135,58
0,1136,4,455,80,15,151,248
0,1780,3,1199,78,14,14,58
1,464,3,460,85,15,223,212
0,201,3,433,49,9,140,125
0,402,3,805,135,1,78,58
0,1563,3,1122,176,5,76,193
0,6823,3,968,109,12,77,54
0,304,3,385,133,2,247,248
1,1256,3,1135,105,15,32,198
0,361,4,360,150,4,213,132
0,1980,3,595,140,1,78,170
0,5906,4,426,95,16,204,232
0,3180,3,860,75,10,253,151
0,4605,3,980,95,10,228,156
0,559,3,1085,155,1,14,78
1,6422,3,844,82,12,204,67
0,826,3,500,170,1,256,78
1,3716,3,980,125,10,14,204
0,5992,3,360,96,16,105,204
1,1318,3,1145,120,5,174,43
0,2911,3,660,70,17,213,222
1,654,3,860,85,15,213,151
1,334,3,885,120,3,170,131
1,3673,3,1005,125,10,180,58
1,6927,3,823,107,12,124,77
1,1256,3,915,127,5,69,33
1,1127,3,900,111,5,14,209
0,4654,3,585,165,10,156,14
0,5038,4,335,76,6,46,83
0,6749,4,362,76,12,225,77
1,3052,3,875,70,15,20,43
0,6482,3,1140,92,11,69,228
0,2032,3,770,85,15,248,259
0,1017,3,1115,85,3,33,145
0,4626,4,420,75,12,248,151
1,7118,3,857,79,6,268,131
0,6501,3,700,120,11,228,170
1,3619,3,990,85,10,180,269
1,1412,3,500,84,4,56,156
0,1935,3,440,115,5,83,31
1,2825,3,1095,157,16,94,31
0,7246,3,966,110,17,204,10
1,611,3,480,154,3,145,144
1,49,3,985,95,5,69,14
0,347,4,330,148,14,210,213
1,311,3,420,155,15,200,213
1,523,3,1220,105,1,78,89
0,1380,3,950,120,1,78,136
0,7371,3,565,74,6,174,251
0,123,3,1260,88,8,14,271
1,1514,3,920,170,1,203,78
0,6280,3,833,146,12,63,204
1,1218,3,510,225,1,210,78
0,2830,3,1329,95,17,58,56
0,5532,3,465,101,6,14,159
1,3669,3,1185,65,15,150,42
0,6365,3,1165,81,11,83,69
0,60,4,420,250,8,151,14
0,2660,3,1195,82,17,58,131
1,465,3,755,155,15,169,271
0,117,3,1039,161,13,144,204
0,2752,3,1135,86,17,241,213
0,360,3,1175,85,15,89,16
1,2892,3,870,180,15,236,172
1,4547,3,1300,134,12,256,248
0,440,3,470,178,4,256,132
1,1296,3,1168,130,5,14,181
1,1112,3,1095,110,15,247,256
1,2413,3,555,155,5,69,236
0,7019,3,1012,62,12,176,210
0,4484,3,1290,46,12,151,238
1,3712,3,1110,105,10,204,283
0,1232,3,1275,70,14,76,20
1,584,3,1034,173,3,102,127
0,7316,3,825,103,6,174,132
0,5432,3,1035,55,6,159,174
1,4248,3,1120,90,10,82,204
1,1497,3,545,105,15,194,102
0,2677,3,840,122,5,204,14
0,1895,4,360,190,1,156,180
1,744,3,780,158,4,132,56
1,1442,3,1000,105,1,204,76
0,7016,3,720,156,12,127,204
1,752,3,520,155,15,77,259
0,848,3,756,144,13,77,132
0,6905,4,370,90,12,80,204
1,4778,3,1215,143,12,256,201
1,3926,3,775,50,10,204,260
1,2615,3,990,257,5,14,213
1,299,3,490,350,1,180,151
1,1634,3,1095,65,1,204,263
1,4187,3,390,85,10,82,204
1,338,3,1220,120,3,170,131
1,1747,3,1045,230,1,78,253
0,5100,3,788,70,6,129,14
0,6,3,425,335,13,248,145
0,359,3,360,161,8,156,14
0,4499,3,540,68,12,32,256
1,1371,3,820,65,1,78,283
1,249,3,1075,164,4,102,132
0,1893,3,535,134,5,83,14
0,970,3,795,73,14,212,33
0,754,3,630,95,1,169,204
0,1914,4,440,200,15,10,102
0,6645,3,630,79,11,15,83
0,2291,4,450,87,5,14,271
0,6358,3,1122,44,12,151,241
0,7245,3,748,82,17,131,223
0,1943,3,1150,80,1,248,151
0,1600,3,455,153,5,14,33
0,2410,3,570,127,5,78,14
1,788,3,775,155,1,180,265
0,2394,3,965,199,16,94,169
1,156,3,555,110,15,172,43
0,5453,3,1105,90,6,143,14
0,260,3,780,140,7,77,259
1,4245,3,1040,95,0,83,131
0,277,3,905,156,14,109,213
0,1237,3,420,75,15,172,56
1,1645,3,1170,144,14,76,271
0,2864,4,446,129,5,170,174
0,6642,4,352,38,12,187,248
0,647,3,1167,368,13,131,248
1,3425,3,985,95,15,89,73
1,3391,3,365,60,10,277,78
1,794,3,847,97,13,204,41
0,557,3,360,135,8,41,14
0,2808,3,1117,162,16,283,94
0,1434,3,1365,79,5,14,143
1,745,3,855,159,3,170,255
0,6274,3,575,123,11,136,193
1,417,3,1245,191,3,33,209
0,784,3,1115,95,1,175,78
0,1890,3,900,112,14,209,58
0,3714,3,820,115,0,82,83
0,732,3,370,242,13,247,204
1,443,3,1100,205,1,156,180
1,371,3,995,332,14,94,213
1,3503,3,860,150,10,78,56
0,1636,3,375,60,15,126,73
0,396,3,1040,176,14,78,150
1,3097,3,667,81,12,201,181
1,2181,3,655,140,16,14,132
0,943,3,425,70,15,263,169
1,1328,3,1055,84,3,43,33
0,1796,3,610,80,5,83,136
0,5156,3,850,85,6,143,14
0,2122,3,960,168,16,132,193
1,1758,3,1170,80,15,248,259
0,586,3,1060,95,8,117,43
1,4097,3,1165,85,0,174,273
0,4200,4,355,64,0,279,69
1,3420,3,500,85,15,150,253
1,170,3,545,255,4,132,248
1,4344,3,835,80,10,204,83
1,577,3,870,180,1,145,204
0,1787,3,705,113,14,41,58
0,6681,3,878,117,11,212,83
0,6651,3,481,85,12,151,231
0,1444,4,445,103,5,83,76
1,4057,3,720,135,10,268,204
1,621,3,435,288,14,271,213
1,235,3,1060,155,13,77,151
1,791,3,1229,245,1,156,78
0,788,3,1099,110,7,150,77
1,1034,3,1061,119,5,209,14
1,1079,3,1035,65,15,73,239
0,1980,4,415,50,15,271,144
1,761,3,858,222,4,239,94
0,59,3,362,167,13,77,248
1,5898,3,1059,116,16,232,204
0,595,3,360,174,14,169,213
0,1183,4,405,135,5,205,14
0,1694,3,840,100,1,78,31
0,97,3,647,239,13,248,132
1,1126,3,530,225,1,77,180
1,422,3,621,225,13,77,94
1,6600,3,640,145,11,263,145
1,6675,3,872,134,12,98,77
1,1244,3,1050,80,15,43,179
0,1536,3,625,96,5,83,43
1,1482,3,400,170,15,41,170
1,2310,3,645,123,5,78,14
1,1131,3,1180,180,15,151,126
1,3144,3,1020,195,15,172,2
1,339,3,635,90,15,198,238
1,1959,3,1060,225,1,33,180
1,1767,3,530,99,5,83,204
0,4777,3,1005,102,12,256,2
1,3951,3,1175,84,0,174,218
0,1057,3,810,115,15,150,77
1,1623,3,1108,147,5,33,83
0,307,3,1080,80,15,151,213
1,456,3,880,186,3,102,33
0,1525,4,455,160,15,20,31
1,1452,3,965,179,8,127,209
1,1235,3,420,327,5,94,256
0,2941,3,935,100,10,78,218
1,4076,3,745,99,0,23,83
1,693,3,645,149,4,170,94
0,3415,3,570,155,15,238,239
0,1328,3,740,200,1,257,78
1,3586,3,975,360,15,43,238
1,1184,3,646,262,5,14,256
0,937,4,420,215,1,33,180
0,204,3,420,82,3,248,157
1,723,3,942,128,13,78,77
1,1457,3,805,119,14,58,102
0,1265,3,470,75,15,246,172
0,740,3,820,244,14,255,212
0,1247,3,1170,143,3,33,58
1,764,3,1115,195,1,78,156
0,662,3,636,228,13,248,193
1,6384,3,402,198,12,32,204
1,2171,3,1190,76,5,83,181
1,72,3,745,145,5,14,145
0,619,3,807,127,13,76,204
0,1167,3,465,195,1,228,78
0,1237,4,420,75,15,172,56
0,6862,3,1067,60,12,204,168
0,5,4,395,60,15,273,73
0,2612,3,1040,225,5,193,210
1,533,3,1311,248,13,131,77
1,3960,3,1285,100,10,204,233
1,2980,3,660,235,15,213,228
0,3620,4,445,155,10,205,180
1,3771,3,965,84,0,14,246
0,1548,3,670,105,1,63,78
0,149,3,550,350,1,131,151
0,2459,3,1129,153,5,14,201
0,516,3,1300,37,9,125,199
0,595,3,520,55,15,253,231
1,16,3,625,315,4,151,94
0,2722,3,1085,125,10,82,78
0,1083,3,850,122,14,76,144
1,1459,3,560,197,5,69,77
1,1970,3,1090,100,1,78,31
1,2173,3,650,115,5,14,180
1,414,3,925,225,15,263,150
0,1944,3,545,125,15,198,247
0,6384,4,402,198,12,32,204
1,2612,3,1215,55,17,58,99
1,3709,3,845,125,10,14,204
0,481,4,420,140,8,43,170
0,2359,3,510,170,16,94,204
0,3624,4,420,100,10,218,180
0,46,3,745,85,14,42,213
0,1477,4,400,235,1,212,78
0,4386,3,1030,99,0,117,193
1,4823,3,751,95,12,256,98
1,1781,3,880,145,14,33,58
0,28,3,780,55,15,126,73
1,520,3,673,130,8,271,43
1,530,3,1260,82,8,14,174
0,328,3,1439,270,8,248,14
1,867,3,1035,135,1,76,204
1,908,3,635,155,15,172,170
0,4485,3,1180,72,12,193,54
1,4377,3,540,80,10,33,145
0,6761,3,737,170,12,131,194
0,1297,4,345,160,1,78,180
1,2002,3,970,108,5,236,14
0,3147,3,530,85,15,213,151
0,1278,4,402,93,3,229,33
1,2806,3,750,214,5,193,180
0,453,4,370,135,7,156,181
0,6566,4,416,143,12,256,248
0,798,4,405,90,15,150,257
0,734,3,350,129,5,169,14
1,868,3,965,185,15,201,150
0,3757,3,360,103,0,23,83
1,4661,3,520,109,12,256,203
0,2135,3,465,133,5,216,14
1,3047,3,940,85,12,181,216
1,4169,3,1135,120,10,204,229
0,1049,3,660,163,5,14,239
0,4568,3,911,89,12,256,120
0,886,3,758,104,13,248,150
0,3804,4,335,128,0,56,14
0,2691,4,450,220,5,193,180
1,1197,3,820,316,14,212,213
1,3950,3,1145,245,15,43,239
0,2287,3,1060,130,5,83,14
1,89,4,390,165,13,223,204
0,1092,4,390,65,15,172,263
0,1078,3,495,220,5,156,194
0,417,3,887,214,13,150,204
0,6479,3,925,103,11,233,145
0,815,3,785,65,1,16,78
0,4,4,420,60,15,126,73
1,1271,3,750,94,14,33,212
1,689,3,1025,166,13,156,204
1,691,3,1245,115,15,77,213
0,1778,3,660,56,4,239,132
0,887,3,1167,99,13,248,150
0,4095,3,1170,87,0,193,242
0,4286,3,525,64,0,83,117
0,201,3,360,103,13,33,131
1,189,3,1060,115,15,213,253
0,533,4,430,76,8,174,14
0,1283,3,1160,195,1,180,204
0,1738,3,1100,104,5,14,76
1,1057,3,1135,220,1,78,231
1,997,3,868,54,14,58,52
1,2261,3,975,115,5,228,83
1,503,3,850,309,4,151,94
0,708,3,456,108,8,74,14
0,6826,3,370,35,12,190,248
1,5268,3,1065,78,6,83,88
0,6336,3,865,100,11,76,145
1,2242,3,1068,134,5,14,94
0,144,3,865,290,1,151,131
0,3915,3,680,95,0,40,145
1,5,3,480,60,15,73,126
0,939,4,455,223,14,193,213
1,2750,3,1080,112,5,247,256
0,2025,3,480,94,14,33,76
1,2525,3,1210,90,15,25,170
1,419,3,865,193,3,33,209
0,672,4,455,176,8,170,181
0,3880,3,1165,76,0,174,154
0,3026,3,405,70,10,190,151
0,1663,3,1070,150,4,236,132
1,5550,3,895,67,6,9,14
1,3150,3,790,145,15,43,170
0,2163,3,385,173,5,76,193
0,4067,4,360,140,10,229,204
0,1289,3,800,125,15,213,239
0,373,3,420,157,13,156,204
1,679,3,956,269,13,204,238
0,54,3,1033,103,2,244,12
0,6652,3,735,88,11,83,15
0,2226,3,610,110,5,102,14
1,923,3,1170,169,3,33,204
0,337,3,360,137,13,212,204
0,6878,3,689,145,12,253,77
1,6244,3,1360,75,12,248,176
1,1124,3,1080,90,15,263,83
1,2812,3,1050,135,15,169,2
0,1851,4,365,160,1,76,180
0,2813,3,469,101,5,117,193
0,2149,4,390,58,16,73,132
0,1021,4,410,85,15,172,31
1,1208,3,505,170,1,271,204
1,185,3,1136,126,8,76,14
1,1895,3,1290,133,5,14,132
1,410,4,405,245,15,172,213
1,911,3,1181,114,8,211,14
0,786,4,455,175,15,41,271
1,2860,3,630,172,16,181,132
1,987,3,735,115,15,77,213
0,6829,3,362,48,12,257,248
1,2420,4,450,98,5,194,14
0,1140,4,360,65,1,239,78
0,1706,3,683,267,5,151,83
1,137,3,926,198,3,145,236
0,4951,3,669,178,6,89,14
1,978,3,1000,80,15,248,259
0,4119,3,1260,123,0,76,136
1,1060,3,1075,105,15,210,198
1,776,3,1135,165,15,181,170
0,6877,3,1161,131,12,249,77
0,4041,3,920,50,10,204,30
1,2539,3,600,110,5,76,14
1,1831,3,360,107,5,210,256
1,6748,3,965,41,12,151,55
1,1646,3,650,155,1,78,180
1,5445,3,749,130,6,179,83
0,5998,4,370,65,16,232,131
0,1997,4,360,118,14,204,58
0,6718,3,420,105,11,171,69
0,7770,3,433,81,12,256,250
1,746,3,1010,160,15,138,172
1,278,3,984,146,8,14,33
1,1574,3,1005,270,15,150,43
1,185,3,520,65,15,43,20
1,1173,3,495,115,1,263,78
1,1030,3,570,215,15,150,246
1,2038,3,920,103,5,14,76
0,2094,4,385,97,16,83,94
0,111,3,504,37,9,140,199
0,6380,3,651,92,12,248,32
1,6553,4,405,96,11,154,76
0,3228,3,1015,75,10,8,78
0,6360,4,370,107,11,171,83
1,5569,3,875,89,6,99,14
1,1067,3,1270,65,1,78,239
0,461,3,365,126,8,43,14
1,847,3,771,309,13,248,131
1,2356,3,405,110,15,73,2
0,3946,3,535,170,15,247,213
1,167,3,1270,80,15,151,257
1,1055,3,985,368,4,94,151
0,3039,3,550,60,10,151,98
0,1278,3,738,97,8,279,170
1,7334,3,960,73,6,25,14
1,3047,3,360,116,16,25,132
1,2305,3,485,150,1,204,78
0,508,3,750,162,2,247,259
0,3051,3,410,146,16,144,132
0,1874,3,575,200,1,78,94
0,3224,3,1025,195,10,118,78
1,7074,3,858,149,6,10,204
1,6988,3,844,40,12,63,77
0,651,3,1210,259,13,204,238
1,6643,3,782,69,12,77,225
0,1951,3,510,118,14,41,58
1,1841,3,565,145,1,78,274
0,5609,3,710,128,6,228,174
0,1508,3,1110,160,1,259,78
1,6426,4,425,174,11,201,156
0,673,3,365,65,15,73,239
1,4653,3,1053,145,12,97,256
1,2443,3,780,82,16,94,229
0,3766,4,440,70,15,212,223
0,4187,4,390,85,10,82,204
1,320,3,870,175,4,132,213
0,6529,3,825,47,12,204,191
1,1752,3,1090,155,15,16,213
1,246,4,390,320,5,151,145
0,14,3,1365,300,1,199,151
0,3914,3,900,83,0,136,83
0,1829,3,515,190,5,83,180
0,878,3,1079,64,14,135,58
1,1244,3,587,251,14,213,76
0,162,3,865,249,8,255,14
0,1789,3,1067,193,4,83,132
0,203,3,885,350,1,180,151
0,610,3,660,111,13,204,76
0,866,3,1330,159,1,180,212
0,1048,4,435,29,17,158,125
1,1727,3,1005,75,15,263,201
0,106,3,1290,202,2,12,247
0,245,3,540,78,3,198,157
1,4627,3,785,77,12,124,256
1,4016,3,560,55,10,204,107
0,1356,3,490,105,1,194,78
0,545,3,515,80,15,203,257
1,948,3,1070,64,14,228,58
1,488,3,580,126,8,170,43
0,2034,3,1050,130,1,213,78
0,2261,3,1290,50,16,132,8
0,864,3,1358,81,13,151,150
0,1201,3,910,65,1,204,263
0,3844,3,790,110,0,193,59
0,705,3,360,131,13,131,204
0,2111,3,885,145,5,14,78
1,5940,3,793,121,16,233,204
1,1545,3,935,145,1,78,274
1,321,3,1131,354,3,131,198
0,3246,3,925,50,10,78,116
1,4205,3,1240,130,10,204,20
1,1915,3,1080,49,14,58,228
1,403,3,1040,95,15,77,169
1,759,3,770,75,15,2,77
1,588,3,625,60,15,216,43
0,2187,3,390,192,16,94,193
0,1252,3,1291,88,5,14,69
1,2613,3,565,85,15,198,238
0,6879,3,426,81,12,248,241
1,3206,3,675,55,10,111,78
1,6437,4,405,117,11,229,69
1,2812,3,730,60,15,228,43
0,6516,4,425,165,11,193,145
1,2176,3,900,81,14,76,156
1,317,3,600,175,4,194,94
1,2135,3,655,107,5,14,209
1,1174,3,1005,100,15,31,43
0,1123,3,515,80,4,33,94
1,288,3,815,90,15,169,73
0,1753,3,1075,99,14,58,271
0,651,3,1051,160,13,94,204
0,5516,3,565,95,6,174,281
1,742,3,560,289,2,247,14
1,1603,3,1075,58,4,132,16
1,2461,3,920,50,15,73,16
0,2779,3,1135,200,5,156,102
0,2473,3,960,87,16,179,94
1,795,3,980,70,15,169,200
0,2438,3,505,70,16,56,10
1,5171,3,1135,98,6,69,14
0,541,3,1120,130,15,253,247
0,2358,3,675,114,16,25,132
1,1504,3,735,140,4,271,56
0,1072,3,795,165,15,247,2
1,5361,3,1170,70,6,31,14
0,2166,3,600,80,14,76,156
1,3395,3,880,70,15,238,150
0,1515,3,490,137,14,268,58
0,232,3,482,103,3,157,256
1,6236,3,765,88,12,150,98
0,4738,3,947,153,12,78,193
0,3053,3,780,116,16,94,83
0,4274,3,355,120,0,11,174
0,2824,3,745,106,17,190,213
0,3896,3,994,96,0,23,83
1,635,3,1085,125,15,205,170
0,125,3,960,306,5,14,151
0,2211,3,810,145,5,14,78
0,674,3,545,132,13,204,156
0,1629,3,420,215,1,229,78
1,5572,3,725,94,6,14,39
0,6890,3,830,177,12,151,78
1,851,3,540,376,2,247,125
0,498,4,55,179,14,77,58
1,723,3,1095,95,15,228,31
1,846,3,785,101,14,58,212
0,440,4,420,155,13,259,77
0,2258,4,375,65,1,239,78
0,6469,3,734,85,12,259,248
1,985,3,360,108,14,194,58
1,1143,3,873,147,4,14,94
0,1308,4,400,142,5,16,14
0,3928,3,430,145,10,268,204
1,1051,3,1035,75,15,10,43
1,2954,3,1125,80,16,132,186
0,1373,3,740,195,1,180,78
0,1477,4,420,125,5,204,14
1,1003,3,1230,80,15,274,150
0,1902,3,668,230,5,150,14
0,290,4,430,163,3,157,247
0,3859,3,405,155,10,132,204
0,6621,3,691,134,12,109,77
0,326,3,512,223,13,131,78
1,1917,3,935,185,1,145,170
1,1252,3,705,185,15,223,170
1,7283,3,669,106,17,204,58
1,1083,3,420,90,15,172,193
0,1900,3,415,134,5,169,14
1,1056,3,375,235,15,263,150
1,3250,3,445,80,15,247,32
0,6624,3,942,50,12,210,247
0,1142,3,1150,172,5,209,156
0,12,3,870,95,5,170,14
0,2821,3,405,87,17,157,213
0,4171,3,865,83,0,83,23
1,258,3,875,320,15,228,150
0,2881,3,765,108,16,132,31
0,2812,3,760,95,16,11,132
1,5586,3,765,80,6,281,14
0,2834,3,1010,73,16,132,143
0,5079,3,360,85,6,166,14
0,1683,3,390,90,15,238,253
0,132,3,380,95,8,271,14
1,1458,3,620,75,15,257,203
1,1083,3,810,93,5,228,14
1,3838,3,730,57,0,83,242
0,2975,3,729,120,5,205,14
1,375,3,450,70,15,213,238
1,3741,3,1200,120,10,204,94
0,45,4,360,83,3,233,145
0,3373,3,495,80,10,66,78
0,766,3,420,110,7,150,77
0,1395,3,865,170,1,271,78
1,2786,3,635,70,15,198,203
1,2606,3,35,216,5,248,193
1,3492,3,1035,80,15,253,238
1,136,3,650,70,15,238,150
0,5228,4,415,69,6,17,14
0,121,3,541,49,9,140,125
0,2437,4,360,82,5,58,14
1,74,3,1005,82,3,145,40
0,2769,3,950,75,10,78,249
0,2830,3,1035,162,17,239,58
0,4267,3,1170,50,0,174,121
1,1072,3,1205,180,1,78,212
0,5240,3,602,73,6,240,14
0,3348,3,1205,75,10,78,249
0,1221,3,1140,175,1,170,204
0,1678,3,500,170,1,78,43
1,611,3,850,75,15,259,253
0,532,4,360,141,13,77,204
0,1547,3,586,170,1,271,78
0,6409,3,1056,139,11,94,69
0,1459,3,1255,217,4,132,259
1,2290,3,1130,60,15,151,150
1,6381,3,1210,96,11,145,33
1,6554,3,810,107,12,77,97
0,1914,3,810,70,5,256,32
0,1042,3,525,247,5,259,14
0,1429,3,525,127,14,156,58
0,3854,3,395,175,15,213,210
1,1181,3,940,120,15,213,257
0,1426,4,365,110,15,263,73
0,197,3,1150,152,7,77,74
0,2633,3,1083,90,17,131,58
1,1773,3,1030,70,15,172,263
0,1735,3,835,373,5,151,158
0,1767,3,645,70,1,239,78
0,4002,3,1180,65,0,174,25
1,6834,3,1046,69,12,231,248
1,4361,3,824,126,0,174,239
0,1165,4,435,97,5,228,14
0,6282,3,741,56,12,141,151
1,274,3,635,150,15,170,136
0,6568,4,378,52,12,238,151
0,6278,3,675,111,11,283,69
0,590,3,900,162,3,209,127
1,960,3,910,70,15,43,223
1,46,3,1050,55,15,126,73
1,1261,3,650,140,5,14,126
1,2926,3,990,140,10,50,78
0,4694,3,730,105,10,145,228
0,1709,4,435,135,5,193,77
0,2632,3,684,65,5,256,142
1,4659,3,930,130,10,14,156
1,702,3,955,381,4,94,248
0,2657,3,1199,97,17,56,58
0,726,3,465,105,1,89,78
0,1927,3,810,110,5,14,102
1,6316,3,1035,105,11,136,228
0,6828,4,386,69,12,231,248
1,6422,3,1013,97,12,67,204
0,2859,3,680,65,17,101,213
0,4185,3,430,143,0,216,174
0,2727,3,735,115,5,14,102
1,5351,3,1165,142,6,14,126
1,1289,3,1195,125,15,172,156
0,759,3,360,206,4,76,132
1,991,3,1177,118,8,216,14
0,144,4,420,165,13,248,77
1,1119,3,800,160,1,76,180
1,7114,3,1158,83,6,145,131
1,1286,3,1095,160,1,78,229
1,1498,3,420,174,5,102,156
1,377,3,994,110,13,213,77
1,3743,3,1050,95,10,204,193
1,2449,3,676,121,5,256,198
1,4346,3,1005,125,10,233,204
0,2031,3,920,175,1,78,150
0,2711,4,450,130,10,78,45
0,773,3,1095,118,7,77,150
0,6764,3,408,97,12,161,77
0,1132,3,500,200,1,257,78
0,5567,3,600,112,6,14,159
1,157,3,1105,105,15,31,271
1,1875,3,1020,156,5,193,78
0,356,3,1173,131,13,77,239
1,702,3,1150,225,15,126,151
0,353,4,380,80,13,151,150
0,6702,3,1233,111,12,77,97
1,1094,3,1135,165,5,14,193
0,496,4,375,202,7,46,77
0,5991,4,360,105,16,283,204
1,5059,3,1230,121,6,14,283
0,1580,4,360,270,5,248,14
1,682,3,625,140,15,213,273
0,6759,3,820,80,11,69,204
1,859,3,1086,111,7,77,213
0,2284,3,1030,114,16,132,279
1,1760,3,1080,75,15,263,59
1,1844,3,870,162,4,132,56
0,1836,3,945,104,5,83,43
1,3303,3,1115,115,10,78,184
0,1881,3,1145,161,5,14,16
0,4592,3,1025,85,12,120,256
0,1005,4,441,75,3,33,145
0,1048,3,435,29,17,158,125
1,6522,3,929,81,12,213,151
1,1461,3,415,185,1,170,78
1,702,3,795,169,13,33,204
1,6685,3,730,128,12,77,32
0,224,3,455,250,8,181,150
1,2832,3,989,106,5,259,256
0,6516,3,425,165,11,193,145
0,1612,4,435,78,14,212,33
1,1770,3,835,215,1,78,94
0,284,3,960,310,1,125,151
0,2683,3,419,159,5,76,180
0,1842,3,595,111,5,14,59
0,2182,3,845,129,16,63,132
1,6444,3,750,110,11,17,83
0,2254,3,970,95,5,14,59
0,2500,3,720,115,16,89,132
1,11,4,450,375,2,94,247
1,761,3,725,65,1,204,263
0,553,3,1145,175,1,236,78
0,1663,3,825,65,1,271,180
0,2854,3,1100,50,10,78,116
1,4339,3,580,120,0,228,271
0,872,3,870,64,14,135,58
0,110,4,439,30,9,158,125
1,1723,3,1125,70,15,238,213
1,3511,3,1080,135,15,256,247
0,819,3,420,162,13,94,204
0,810,3,815,105,1,204,76
0,62,3,485,101,2,12,146
0,6452,3,620,96,11,83,131
1,4246,3,735,73,0,83,136
1,2190,3,450,79,5,218,14
0,405,3,1122,94,8,136,14
1,852,3,750,170,15,247,213
0,2719,4,390,60,16,116,132
1,1511,3,680,124,14,156,58
0,1169,4,445,350,5,102,151
1,742,3,1225,120,15,77,263
1,132,3,1055,164,3,236,145
0,1347,3,590,225,1,78,253
1,3083,3,445,153,16,132,181
1,5593,3,1155,146,6,14,133
1,2353,3,1155,135,15,170,59
0,501,3,390,147,4,136,132
0,6437,3,780,50,12,210,247
0,4975,3,445,85,6,14,69
0,3058,3,1080,80,15,238,253
0,2183,3,389,139,16,94,136
0,412,3,714,201,13,239,131
1,4658,3,675,81,12,256,38
0,1521,3,1010,95,1,169,204
0,7323,3,590,68,6,14,240
1,16,3,850,170,3,102,145
0,297,3,610,375,15,179,150
0,1647,3,660,159,5,156,14
1,754,3,780,172,4,94,209
0,3193,3,400,75,10,151,253
0,4554,4,380,88,12,120,256
0,1416,3,445,98,5,14,205
1,754,3,890,129,14,14,212
1,2885,3,705,75,15,274,238
1,632,4,450,170,2,247,213
1,1806,3,805,270,5,151,83
0,1552,3,510,60,1,170,180
0,1592,3,385,249,5,238,14
1,671,3,1095,160,15,77,151
0,1213,3,1135,155,1,193,78
0,1624,3,1215,124,14,58,204
0,4647,3,671,89,12,256,120
0,875,4,399,101,13,133,77
1,3004,3,960,73,16,181,56
0,6615,3,677,120,12,77,120
1,759,3,1105,170,15,172,236
0,2820,3,780,74,16,128,132
0,47,3,1145,157,5,14,33
1,1770,3,755,141,4,170,56
0,204,4,450,63,14,151,150
1,2712,3,1155,137,5,14,204
1,7284,3,1284,92,17,204,233
1,1666,3,900,75,5,14,218
1,2116,3,510,155,15,43,209
1,122,3,1255,80,15,150,253
0,494,4,360,80,13,82,204
1,1489,3,1145,147,14,33,58
1,5222,3,1310,98,6,14,39
1,1752,3,530,85,15,248,238
1,912,3,375,85,15,198,259
1,5287,3,880,97,6,8,14
0,3079,3,1075,129,16,263,132
1,1532,3,1340,280,14,247,58
0,72,3,471,322,13,125,248
0,6875,3,935,127,12,77,191
0,111,3,826,93,13,248,151
1,239,3,425,170,4,180,94
0,2832,3,1365,69,17,213,89
0,2855,3,795,70,10,78,126
0,1974,3,615,235,1,151,31
0,760,3,390,165,15,223,172
0,451,3,500,135,1,228,204
0,3024,3,330,70,16,128,132
0,113,3,1190,67,14,150,151
1,4350,3,1315,56,0,14,119
1,1805,3,1055,160,5,83,170
1,1182,3,955,116,5,247,256
0,2229,3,500,200,1,180,78
1,7026,3,816,69,12,151,98
0,2336,3,865,98,16,132,133
1,72,3,953,340,13,248,33
0,416,3,1006,86,13,256,77
1,1001,3,1110,105,15,194,102
0,4321,3,985,84,0,114,174
0,5435,4,360,98,6,185,14
1,1438,3,1295,100,5,14,76
1,923,3,630,130,15,271,43
1,6769,3,1310,51,12,204,182
1,674,3,910,311,3,151,145
0,6882,3,1048,134,12,257,77
0,1252,4,450,103,14,144,76
1,4255,3,605,86,0,193,275
0,817,3,450,120,14,204,212
0,620,3,1055,128,2,210,150
0,127,3,495,195,15,102,172
0,828,3,854,160,8,181,262
0,152,3,660,94,2,12,202
0,2639,3,1187,104,17,131,58
0,5978,3,1102,69,16,131,41
1,2663,3,420,394,5,145,151
1,1616,3,590,115,14,58,94
0,4396,4,435,65,10,228,76
0,677,3,1020,255,1,78,210
0,161,3,634,49,9,140,125
0,520,3,900,200,1,257,78
1,411,3,840,95,15,150,248
1,4991,3,505,115,6,14,171
1,4051,3,1085,90,10,204,31
1,804,3,810,125,1,78,136
0,1686,3,520,150,5,14,156
0,734,3,1075,99,14,58,212
0,2816,3,460,100,10,178,78
0,950,4,430,145,8,102,43
0,540,3,635,270,8,14,213
0,1703,3,510,162,14,76,102
0,558,3,759,203,13,77,271
0,7124,3,1330,73,6,131,233
0,2362,3,960,318,5,151,145
0,1014,3,1293,146,5,14,20
0,3579,3,1145,90,15,238,248
1,1099,3,1080,55,15,263,246
1,6234,3,792,205,12,78,151
0,3707,3,1065,84,0,279,174
1,827,3,1090,90,15,77,273
0,32,3,360,146,13,210,77
0,1087,3,465,130,15,31,102
0,1788,3,665,145,1,78,228
1,926,3,590,134,14,58,204
1,810,4,385,255,1,248,204
1,807,4,435,75,15,203,198
1,85,3,922,151,13,77,151
0,2932,3,480,54,17,274,213
0,890,3,450,240,8,151,181
1,1419,3,515,305,5,83,151
1,2150,3,640,110,16,117,94
1,1868,4,390,85,15,201,172
