Flight,DayOfWeek,Time,Length,Airline_encoded,AirportFrom_encoded,AirportTo_encoded,Delay
2652,3,770,66,12,155,1,0
1136,4,455,80,17,2,18,0
1780,3,1199,78,1,54,1,0
464,3,460,85,17,80,22,1
201,3,433,49,6,214,11,0
402,3,805,135,2,71,1,0
1563,3,1122,176,4,88,4,0
6823,3,968,109,7,6,104,0
304,3,385,133,3,21,18,0
1256,3,1135,105,17,166,47,1
361,4,360,150,0,1,0,0
1980,3,595,140,2,71,13,0
5906,4,426,95,11,65,103,0
3180,3,860,75,14,202,15,0
4605,3,980,95,14,131,25,0
559,3,1085,155,2,54,2,0
6422,3,844,82,7,65,210,1
826,3,500,170,2,5,2,0
3716,3,980,125,14,54,6,1
5992,3,360,96,11,186,6,0
1318,3,1145,120,4,171,41,1
2911,3,660,70,12,1,177,0
654,3,860,85,17,1,15,1
334,3,885,120,5,22,20,1
3673,3,1005,125,14,183,1,1
6927,3,823,107,7,207,24,1
1256,3,915,127,4,136,35,1
1127,3,900,111,4,54,77,1
4654,3,585,165,14,83,7,0
5038,4,335,76,10,62,5,0
6749,4,362,76,7,190,24,0
3052,3,875,70,17,93,41,1
6482,3,1140,92,9,136,42,0
2032,3,770,85,17,0,63,0
1017,3,1115,85,5,15,9,0
4626,4,420,75,7,0,15,0
7118,3,857,79,10,90,20,1
6501,3,700,120,9,131,13,0
3619,3,990,85,14,183,89,1
1412,3,500,84,0,64,25,1
1935,3,440,115,4,130,49,0
2825,3,1095,157,11,14,49,1
7246,3,966,110,12,65,169,0
611,3,480,154,5,82,52,1
49,3,985,95,4,136,7,1
347,4,330,148,1,55,12,0
311,3,420,155,17,84,12,1
523,3,1220,105,2,71,55,1
1380,3,950,120,2,71,70,0
7371,3,565,74,10,171,142,0
123,3,1260,88,15,54,76,0
1514,3,920,170,2,7,2,1
6280,3,833,146,7,124,6,0
1218,3,510,225,2,55,2,1
2830,3,1329,95,12,108,51,0
5532,3,465,101,10,54,65,0
3669,3,1185,65,17,4,87,1
6365,3,1165,81,9,130,27,0
60,4,420,250,15,2,7,0
2660,3,1195,82,12,108,20,0
465,3,755,155,17,103,76,1
117,3,1039,161,13,38,6,0
2752,3,1135,86,12,170,12,0
360,3,1175,85,17,125,62,0
2892,3,870,180,17,132,48,1
4547,3,1300,134,7,5,18,1
440,3,470,178,0,5,0,0
1296,3,1168,130,4,54,30,1
1112,3,1095,110,17,21,10,1
2413,3,555,155,4,136,85,1
7019,3,1012,62,7,67,8,0
4484,3,1290,46,7,2,45,0
3712,3,1110,105,14,65,98,1
1232,3,1275,70,1,88,59,0
584,3,1034,173,5,72,108,1
7316,3,825,103,10,171,0,0
5432,3,1035,55,10,42,26,0
4248,3,1120,90,14,35,6,1
1497,3,545,105,17,28,37,1
2677,3,840,122,4,65,7,0
1895,4,360,190,2,83,19,0
744,3,780,158,0,102,51,1
1442,3,1000,105,2,65,40,1
7016,3,720,156,7,146,6,0
752,3,520,155,17,6,63,1
848,3,756,144,13,6,0,0
6905,4,370,90,7,24,6,0
4778,3,1215,143,7,5,109,1
3926,3,775,50,14,65,162,1
2615,3,990,257,4,54,12,1
299,3,490,350,2,183,15,1
1634,3,1095,65,2,65,60,1
4187,3,390,85,14,35,6,1
338,3,1220,120,5,22,20,1
1747,3,1045,230,2,71,64,1
5100,3,788,70,10,216,7,0
6,3,425,335,13,0,9,0
359,3,360,161,15,83,7,0
4499,3,540,68,7,166,10,0
1371,3,820,65,2,71,98,1
249,3,1075,164,0,72,0,1
1893,3,535,134,4,130,7,0
970,3,795,73,1,53,35,0
754,3,630,95,2,103,6,0
1914,4,440,200,17,34,37,0
6645,3,630,79,9,121,5,0
2291,4,450,87,4,54,76,0
6358,3,1122,44,7,2,102,0
7245,3,748,82,12,129,82,0
1943,3,1150,80,2,0,15,0
1600,3,455,153,4,54,35,0
2410,3,570,127,4,71,7,0
788,3,775,155,2,183,270,1
2394,3,965,199,11,14,43,0
156,3,555,110,17,137,41,1
5453,3,1105,90,10,159,7,0
260,3,780,140,16,6,63,0
4245,3,1040,95,8,130,20,1
277,3,905,156,1,173,12,0
1237,3,420,75,17,137,51,0
1645,3,1170,144,1,88,76,1
2864,4,446,129,4,22,26,0
6642,4,352,38,7,111,18,0
647,3,1167,368,13,129,18,0
3425,3,985,95,17,125,50,1
3391,3,365,60,14,195,2,1
794,3,847,97,13,65,113,1
557,3,360,135,15,101,7,0
2808,3,1117,162,11,141,39,0
1434,3,1365,79,4,54,78,0
745,3,855,159,5,22,38,1
6274,3,575,123,9,135,4,0
417,3,1245,191,5,15,77,1
784,3,1115,95,2,27,2,0
1890,3,900,112,1,86,1,0
3714,3,820,115,8,35,5,0
732,3,370,242,13,21,6,0
443,3,1100,205,2,83,19,1
371,3,995,332,1,14,12,1
3503,3,860,150,14,71,51,1
1636,3,375,60,17,162,50,0
396,3,1040,176,1,71,33,0
3097,3,667,81,7,18,30,1
2181,3,655,140,11,54,0,1
943,3,425,70,17,128,43,0
1328,3,1055,84,5,30,35,1
1796,3,610,80,4,130,70,0
5156,3,850,85,10,159,7,0
2122,3,960,168,11,102,4,0
1758,3,1170,80,17,0,63,1
586,3,1060,95,15,106,41,0
4097,3,1165,85,8,171,67,1
4200,4,355,64,8,70,27,0
3420,3,500,85,17,4,64,1
170,3,545,255,0,102,18,1
4344,3,835,80,14,65,5,1
577,3,870,180,2,82,6,1
1787,3,705,113,1,101,1,0
6681,3,878,117,9,53,5,0
6651,3,481,85,7,2,54,0
1444,4,445,103,4,130,40,0
4057,3,720,135,14,90,6,1
621,3,435,288,1,23,12,1
235,3,1060,155,13,6,15,1
791,3,1229,245,2,83,2,1
788,3,1099,110,16,4,24,0
1034,3,1061,119,4,86,7,1
1079,3,1035,65,17,197,56,1
1980,4,415,50,17,23,52,0
761,3,858,222,0,39,39,1
59,3,362,167,13,6,18,0
5898,3,1059,116,11,142,6,1
595,3,360,174,1,103,12,0
1183,4,405,135,4,87,7,0
1694,3,840,100,2,71,49,0
97,3,647,239,13,0,0,0
1126,3,530,225,2,6,19,1
422,3,621,225,13,6,39,1
6600,3,640,145,9,128,9,1
6675,3,872,134,7,94,24,1
1244,3,1050,80,17,30,99,1
1536,3,625,96,4,130,41,0
1482,3,400,170,17,101,13,1
2310,3,645,123,4,71,7,1
1131,3,1180,180,17,2,61,1
3144,3,1020,195,17,137,83,1
339,3,635,90,17,133,45,1
1959,3,1060,225,2,15,19,1
1767,3,530,99,4,130,6,1
4777,3,1005,102,7,5,83,0
3951,3,1175,84,8,171,160,1
1057,3,810,115,17,4,24,0
1623,3,1108,147,4,15,5,1
307,3,1080,80,17,2,12,0
456,3,880,186,5,72,35,1
1525,4,455,160,17,93,49,0
1452,3,965,179,15,146,77,1
1235,3,420,327,4,14,10,1
2941,3,935,100,14,71,160,0
4076,3,745,99,8,117,5,1
693,3,645,149,0,22,39,1
3415,3,570,155,17,205,56,0
1328,3,740,200,2,127,2,0
3586,3,975,360,17,30,45,1
1184,3,646,262,4,54,10,1
937,4,420,215,2,15,19,0
204,3,420,82,5,0,36,0
723,3,942,128,13,71,24,1
1457,3,805,119,1,108,37,1
1265,3,470,75,17,138,48,0
740,3,820,244,1,187,22,0
1247,3,1170,143,5,15,1,0
764,3,1115,195,2,71,25,1
662,3,636,228,13,0,4,0
6384,3,402,198,7,166,6,1
2171,3,1190,76,4,130,30,1
72,3,745,145,4,54,9,1
619,3,807,127,13,88,6,0
1167,3,465,195,2,131,2,0
1237,4,420,75,17,137,51,0
6862,3,1067,60,7,65,58,0
5,4,395,60,17,123,50,0
2612,3,1040,225,4,25,8,0
533,3,1311,248,13,129,24,1
3960,3,1285,100,14,65,127,1
2980,3,660,235,17,1,42,1
3620,4,445,155,14,87,19,0
3771,3,965,84,8,54,84,1
1548,3,670,105,2,124,2,0
149,3,550,350,2,129,15,0
2459,3,1129,153,4,54,109,0
516,3,1300,37,6,11,14,0
595,3,520,55,17,202,54,0
16,3,625,315,0,2,39,1
2722,3,1085,125,14,35,2,0
1083,3,850,122,1,88,52,0
1459,3,560,197,4,136,24,1
1970,3,1090,100,2,71,49,1
2173,3,650,115,4,54,19,1
414,3,925,225,17,128,33,1
1944,3,545,125,17,133,3,0
6384,4,402,198,7,166,6,0
2612,3,1215,55,12,108,188,1
3709,3,845,125,14,54,6,1
481,4,420,140,15,30,13,0
2359,3,510,170,11,14,6,0
3624,4,420,100,14,40,19,0
46,3,745,85,1,233,12,0
1477,4,400,235,2,53,2,0
4386,3,1030,99,8,106,4,0
4823,3,751,95,7,5,135,1
1781,3,880,145,1,15,1,1
28,3,780,55,17,162,50,0
520,3,673,130,15,23,41,1
530,3,1260,82,15,54,26,1
328,3,1439,270,15,0,7,0
867,3,1035,135,2,88,6,1
908,3,635,155,17,137,13,1
4485,3,1180,72,7,25,104,0
4377,3,540,80,14,15,9,1
6761,3,737,170,7,129,86,0
1297,4,345,160,2,71,19,0
2002,3,970,108,4,132,7,1
3147,3,530,85,17,1,15,0
1278,4,402,93,5,56,35,0
2806,3,750,214,4,25,19,1
453,4,370,135,16,83,30,0
6566,4,416,143,7,5,18,0
798,4,405,90,17,4,21,0
734,3,350,129,4,103,7,0
868,3,965,185,17,18,33,1
3757,3,360,103,8,117,5,0
4661,3,520,109,7,5,46,1
2135,3,465,133,4,85,7,0
3047,3,940,85,7,16,73,1
4169,3,1135,120,14,65,95,1
1049,3,660,163,4,54,56,0
4568,3,911,89,7,5,257,0
886,3,758,104,13,0,33,0
3804,4,335,128,8,64,7,0
2691,4,450,220,4,25,19,0
1197,3,820,316,1,53,12,1
3950,3,1145,245,17,30,56,1
2287,3,1060,130,4,130,7,0
89,4,390,165,13,80,6,1
1092,4,390,65,17,137,60,0
1078,3,495,220,4,83,86,0
417,3,887,214,13,4,6,0
6479,3,925,103,9,134,9,0
815,3,785,65,2,73,2,0
4,4,420,60,17,162,50,0
1271,3,750,94,1,15,22,1
689,3,1025,166,13,83,6,1
691,3,1245,115,17,6,12,1
1778,3,660,56,0,39,0,0
887,3,1167,99,13,0,33,0
4095,3,1170,87,8,25,101,0
4286,3,525,64,8,130,100,0
201,3,360,103,13,15,20,0
189,3,1060,115,17,1,64,1
533,4,430,76,15,171,7,0
1283,3,1160,195,2,183,6,0
1738,3,1100,104,4,54,40,0
1057,3,1135,220,2,71,54,1
997,3,868,54,1,108,153,1
2261,3,975,115,4,131,5,1
503,3,850,309,0,2,39,1
708,3,456,108,15,66,7,0
6826,3,370,35,7,172,18,0
5268,3,1065,78,10,130,242,1
6336,3,865,100,9,88,9,0
2242,3,1068,134,4,54,39,1
144,3,865,290,2,2,20,0
3915,3,680,95,8,68,9,0
5,3,480,60,17,197,61,1
939,4,455,223,1,25,12,0
2750,3,1080,112,4,21,10,1
2025,3,480,94,1,15,40,0
2525,3,1210,90,17,41,13,1
419,3,865,193,5,15,77,1
672,4,455,176,15,22,30,0
3880,3,1165,76,8,171,178,0
3026,3,405,70,14,172,15,0
1663,3,1070,150,0,132,0,0
5550,3,895,67,10,104,7,1
3150,3,790,145,17,30,13,1
2163,3,385,173,4,88,4,0
4067,4,360,140,14,56,6,0
1289,3,800,125,17,1,56,0
373,3,420,157,13,83,6,0
679,3,956,269,13,65,45,1
54,3,1033,103,3,266,34,0
6652,3,735,88,9,130,158,0
2226,3,610,110,4,72,7,0
923,3,1170,169,5,15,6,1
337,3,360,137,13,53,6,0
6878,3,689,145,7,202,24,0
6244,3,1360,75,7,0,106,1
1124,3,1080,90,17,128,5,1
2812,3,1050,135,17,103,83,1
1851,4,365,160,2,88,19,0
2813,3,469,101,4,106,4,0
2149,4,390,58,11,197,0,0
1021,4,410,85,17,137,49,0
1208,3,505,170,2,23,6,1
185,3,1136,126,15,88,7,1
1895,3,1290,133,4,54,0,1
410,4,405,245,17,137,12,1
911,3,1181,114,15,157,7,1
786,4,455,175,17,101,76,0
2860,3,630,172,11,16,0,1
987,3,735,115,17,6,12,1
6829,3,362,48,7,127,18,0
2420,4,450,98,4,28,7,1
1140,4,360,65,2,39,2,0
1706,3,683,267,4,2,5,0
137,3,926,198,5,82,85,1
4951,3,669,178,10,125,7,0
978,3,1000,80,17,0,63,1
4119,3,1260,123,8,88,70,0
1060,3,1075,105,17,55,47,1
776,3,1135,165,17,16,13,1
6877,3,1161,131,7,113,24,0
4041,3,920,50,14,65,186,0
2539,3,600,110,4,88,7,1
1831,3,360,107,4,55,10,1
6748,3,965,41,7,2,154,1
1646,3,650,155,2,71,19,1
5445,3,749,130,10,184,5,1
5998,4,370,65,11,142,20,0
1997,4,360,118,1,65,1,0
6718,3,420,105,9,200,27,0
7770,3,433,81,7,5,107,0
746,3,1010,160,17,223,48,1
278,3,984,146,15,54,35,1
1574,3,1005,270,17,4,41,1
185,3,520,65,17,30,59,1
1173,3,495,115,2,128,2,1
1030,3,570,215,17,4,84,1
2038,3,920,103,4,54,40,1
2094,4,385,97,11,130,39,0
111,3,504,37,6,214,14,0
6380,3,651,92,7,0,88,0
6553,4,405,96,9,109,40,1
3228,3,1015,75,14,89,2,0
6360,4,370,107,9,200,5,0
5569,3,875,89,10,147,7,1
1067,3,1270,65,2,71,56,1
461,3,365,126,15,30,7,0
847,3,771,309,13,0,20,1
2356,3,405,110,17,197,83,1
3946,3,535,170,17,21,12,0
167,3,1270,80,17,2,21,1
1055,3,985,368,0,14,15,1
3039,3,550,60,14,2,135,0
1278,3,738,97,15,70,13,0
7334,3,960,73,10,41,7,1
3047,3,360,116,11,41,0,1
2305,3,485,150,2,65,2,1
508,3,750,162,3,21,63,0
3051,3,410,146,11,38,0,0
1874,3,575,200,2,71,39,0
3224,3,1025,195,14,19,2,0
7074,3,858,149,10,34,6,1
6988,3,844,40,7,124,24,1
651,3,1210,259,13,65,45,0
6643,3,782,69,7,6,152,1
1951,3,510,118,1,101,1,0
1841,3,565,145,2,71,66,1
5609,3,710,128,10,131,26,0
1508,3,1110,160,2,228,2,0
6426,4,425,174,9,18,25,1
673,3,365,65,17,197,56,0
4653,3,1053,145,7,26,10,1
2443,3,780,82,11,14,95,1
3766,4,440,70,17,53,82,0
4187,4,390,85,14,35,6,0
320,3,870,175,0,102,12,1
6529,3,825,47,7,65,114,0
1752,3,1090,155,17,73,12,1
246,4,390,320,4,2,9,1
14,3,1365,300,2,193,15,0
3914,3,900,83,8,135,5,0
1829,3,515,190,4,130,19,0
878,3,1079,64,1,155,1,0
1244,3,587,251,1,1,40,1
162,3,865,249,15,187,7,0
1789,3,1067,193,0,130,0,0
203,3,885,350,2,183,15,0
610,3,660,111,13,65,40,0
866,3,1330,159,2,183,22,0
1048,4,435,29,12,225,11,0
1727,3,1005,75,17,128,109,1
106,3,1290,202,3,3,3,0
245,3,540,78,5,133,36,0
4627,3,785,77,7,207,10,1
4016,3,560,55,14,65,75,1
1356,3,490,105,2,28,2,0
545,3,515,80,17,7,21,0
948,3,1070,64,1,131,1,1
488,3,580,126,15,22,41,1
2034,3,1050,130,2,1,2,0
2261,3,1290,50,11,102,226,0
864,3,1358,81,13,2,33,0
1201,3,910,65,2,65,60,0
3844,3,790,110,8,25,68,0
705,3,360,131,13,129,6,0
2111,3,885,145,4,54,2,0
5940,3,793,121,11,134,6,1
1545,3,935,145,2,71,66,1
321,3,1131,354,5,129,47,1
3246,3,925,50,14,71,176,0
4205,3,1240,130,14,65,59,1
1915,3,1080,49,1,108,42,1
403,3,1040,95,17,6,43,1
759,3,770,75,17,126,24,1
588,3,625,60,17,85,41,1
2187,3,390,192,11,14,4,0
1252,3,1291,88,4,54,27,0
2613,3,565,85,17,133,45,1
6879,3,426,81,7,0,102,0
3206,3,675,55,14,273,2,1
6437,4,405,117,9,56,27,1
2812,3,730,60,17,131,41,1
6516,4,425,165,9,25,9,0
2176,3,900,81,1,88,25,1
317,3,600,175,0,28,39,1
2135,3,655,107,4,54,77,1
1174,3,1005,100,17,44,41,1
1123,3,515,80,0,15,39,0
288,3,815,90,17,103,50,1
1753,3,1075,99,1,108,76,0
651,3,1051,160,13,14,6,0
5516,3,565,95,10,171,156,0
742,3,560,289,3,21,7,1
1603,3,1075,58,0,102,62,1
2461,3,920,50,17,197,62,1
2779,3,1135,200,4,83,37,0
2473,3,960,87,11,184,39,0
795,3,980,70,17,103,118,1
2438,3,505,70,11,64,169,0
5171,3,1135,98,10,136,7,1
541,3,1120,130,17,202,3,0
2358,3,675,114,11,41,0,0
1504,3,735,140,0,23,51,1
1072,3,795,165,17,21,83,0
5361,3,1170,70,10,44,7,1
2166,3,600,80,1,88,25,0
3395,3,880,70,17,205,33,1
1515,3,490,137,1,90,1,0
232,3,482,103,5,230,10,0
6236,3,765,88,7,4,135,1
4738,3,947,153,7,71,4,0
3053,3,780,116,11,14,5,0
4274,3,355,120,8,112,26,0
2824,3,745,106,12,172,12,0
3896,3,994,96,8,117,5,0
635,3,1085,125,17,87,13,1
125,3,960,306,4,54,15,0
2211,3,810,145,4,54,2,0
674,3,545,132,13,65,25,0
1629,3,420,215,2,56,2,0
5572,3,725,94,10,54,97,1
6890,3,830,177,7,2,2,0
851,3,540,376,3,21,11,1
498,4,55,179,1,6,1,0
723,3,1095,95,17,131,49,1
846,3,785,101,1,108,22,1
440,4,420,155,13,228,24,0
2258,4,375,65,2,39,2,0
6469,3,734,85,7,228,18,0
985,3,360,108,1,28,1,1
1143,3,873,147,0,54,39,1
1308,4,400,142,4,73,7,0
3928,3,430,145,14,90,6,0
1051,3,1035,75,17,34,41,1
2954,3,1125,80,11,102,132,1
1373,3,740,195,2,183,2,0
1477,4,420,125,4,65,7,0
1003,3,1230,80,17,60,33,1
1902,3,668,230,4,4,7,0
290,4,430,163,5,230,3,0
3859,3,405,155,14,102,6,0
6621,3,691,134,7,173,24,0
326,3,512,223,13,129,2,0
1917,3,935,185,2,82,13,1
1252,3,705,185,17,80,13,1
7283,3,669,106,12,65,1,1
1083,3,420,90,17,137,4,1
1900,3,415,134,4,103,7,0
1056,3,375,235,17,128,33,1
3250,3,445,80,17,21,88,1
6624,3,942,50,7,55,3,0
1142,3,1150,172,4,86,25,0
12,3,870,95,4,22,7,0
2821,3,405,87,12,230,12,0
4171,3,865,83,8,130,243,0
258,3,875,320,17,131,33,1
2881,3,765,108,11,102,49,0
2812,3,760,95,11,112,0,0
5586,3,765,80,10,29,7,1
2834,3,1010,73,11,102,78,0
5079,3,360,85,10,144,7,0
1683,3,390,90,17,205,64,0
132,3,380,95,15,23,7,0
1458,3,620,75,17,127,46,1
1083,3,810,93,4,131,7,1
3838,3,730,57,8,130,101,1
2975,3,729,120,4,87,7,0
375,3,450,70,17,1,45,1
3741,3,1200,120,14,65,39,1
45,4,360,83,5,134,9,0
3373,3,495,80,14,78,2,0
766,3,420,110,16,4,24,0
1395,3,865,170,2,23,2,0
2786,3,635,70,17,133,46,1
2606,3,35,216,4,0,4,1
3492,3,1035,80,17,202,45,1
136,3,650,70,17,205,33,1
5228,4,415,69,10,188,7,0
121,3,541,49,6,214,11,0
2437,4,360,82,4,108,7,0
74,3,1005,82,5,82,121,1
2769,3,950,75,14,71,180,0
2830,3,1035,162,12,39,1,0
4267,3,1170,50,8,171,237,0
1072,3,1205,180,2,71,22,1
5240,3,602,73,10,43,7,0
3348,3,1205,75,14,71,180,0
1221,3,1140,175,2,22,6,0
1678,3,500,170,2,71,41,0
611,3,850,75,17,228,64,1
532,4,360,141,13,6,6,0
1547,3,586,170,2,23,2,0
6409,3,1056,139,9,14,27,0
1459,3,1255,217,0,102,63,0
2290,3,1130,60,17,2,33,1
6381,3,1210,96,9,82,35,1
6554,3,810,107,7,6,163,1
1914,3,810,70,4,5,88,0
1042,3,525,247,4,228,7,0
1429,3,525,127,1,83,1,0
3854,3,395,175,17,1,8,0
1181,3,940,120,17,1,21,1
1426,4,365,110,17,128,50,0
197,3,1150,152,16,6,124,0
2633,3,1083,90,12,129,1,0
1773,3,1030,70,17,137,60,1
1735,3,835,373,4,2,23,0
1767,3,645,70,2,39,2,0
4002,3,1180,65,8,171,90,0
6834,3,1046,69,7,196,18,1
4361,3,824,126,8,171,56,1
1165,4,435,97,4,131,7,0
6282,3,741,56,7,13,15,0
274,3,635,150,17,22,70,1
6568,4,378,52,7,205,15,0
6278,3,675,111,9,141,27,0
590,3,900,162,5,86,108,0
960,3,910,70,17,30,82,1
46,3,1050,55,17,162,50,1
1261,3,650,140,4,54,61,1
2926,3,990,140,14,74,2,1
4694,3,730,105,14,82,42,0
1709,4,435,135,4,25,24,0
2632,3,684,65,4,5,262,0
4659,3,930,130,14,54,25,1
702,3,955,381,0,14,18,1
2657,3,1199,97,12,64,1,0
726,3,465,105,2,125,2,0
1927,3,810,110,4,54,37,0
6316,3,1035,105,9,135,42,1
6828,4,386,69,7,196,18,0
6422,3,1013,97,7,163,6,1
2859,3,680,65,12,249,12,0
4185,3,430,143,8,85,26,0
2727,3,735,115,4,54,37,0
5351,3,1165,142,10,54,61,1
1289,3,1195,125,17,137,25,1
759,3,360,206,0,88,0,0
991,3,1177,118,15,85,7,1
144,4,420,165,13,0,24,0
1119,3,800,160,2,88,19,1
7114,3,1158,83,10,82,20,1
1286,3,1095,160,2,71,95,1
1498,3,420,174,4,72,25,1
377,3,994,110,13,1,24,1
3743,3,1050,95,14,65,4,1
2449,3,676,121,4,5,47,1
4346,3,1005,125,14,134,6,1
2031,3,920,175,2,71,33,0
2711,4,450,130,14,71,116,0
773,3,1095,118,16,6,33,0
6764,3,408,97,7,226,24,0
1132,3,500,200,2,127,2,0
5567,3,600,112,10,54,65,0
157,3,1105,105,17,44,76,1
1875,3,1020,156,4,25,2,1
356,3,1173,131,13,6,56,0
702,3,1150,225,17,162,15,1
353,4,380,80,13,2,33,0
6702,3,1233,111,7,6,163,0
1094,3,1135,165,4,54,4,1
496,4,375,202,16,62,24,0
5991,4,360,105,11,141,6,0
5059,3,1230,121,10,54,98,1
1580,4,360,270,4,0,7,0
682,3,625,140,17,1,67,1
6759,3,820,80,9,136,6,0
859,3,1086,111,16,6,12,1
2284,3,1030,114,11,102,44,0
1760,3,1080,75,17,128,68,1
1844,3,870,162,0,102,51,1
1836,3,945,104,4,130,41,0
3303,3,1115,115,14,71,131,1
1881,3,1145,161,4,54,62,0
4592,3,1025,85,7,212,10,0
1005,4,441,75,5,15,9,0
1048,3,435,29,12,225,11,0
6522,3,929,81,7,1,15,1
1461,3,415,185,2,22,2,1
702,3,795,169,13,15,6,1
6685,3,730,128,7,6,88,1
224,3,455,250,15,16,33,0
2832,3,989,106,4,228,10,1
6516,3,425,165,9,25,9,0
1612,4,435,78,1,53,35,0
1770,3,835,215,2,71,39,1
284,3,960,310,2,11,15,0
2683,3,419,159,4,88,19,0
1842,3,595,111,4,54,68,0
2182,3,845,129,11,124,0,0
6444,3,750,110,9,188,5,1
2254,3,970,95,4,54,68,0
2500,3,720,115,11,125,0,0
11,4,450,375,3,14,3,1
761,3,725,65,2,65,60,1
553,3,1145,175,2,132,2,0
1663,3,825,65,2,23,19,0
2854,3,1100,50,14,71,176,0
4339,3,580,120,8,131,76,1
872,3,870,64,1,155,1,0
110,4,439,30,6,225,11,0
1723,3,1125,70,17,205,12,1
3511,3,1080,135,17,5,3,1
819,3,420,162,13,14,6,0
810,3,815,105,2,65,40,0
62,3,485,101,3,3,53,0
6452,3,620,96,9,130,20,0
4246,3,735,73,8,130,70,1
2190,3,450,79,4,40,7,1
405,3,1122,94,15,135,7,0
852,3,750,170,17,21,12,1
2719,4,390,60,11,161,0,0
1511,3,680,124,1,83,1,1
1169,4,445,350,4,72,15,0
742,3,1225,120,17,6,60,1
132,3,1055,164,5,132,9,1
1347,3,590,225,2,71,64,0
3083,3,445,153,11,102,30,1
5593,3,1155,146,10,54,150,1
2353,3,1155,135,17,22,68,1
501,3,390,147,0,135,0,0
6437,3,780,50,7,55,3,0
4975,3,445,85,10,54,27,0
3058,3,1080,80,17,205,64,0
2183,3,389,139,11,14,70,0
412,3,714,201,13,39,20,0
4658,3,675,81,7,5,259,1
1521,3,1010,95,2,103,6,0
7323,3,590,68,10,54,134,0
16,3,850,170,5,72,9,1
297,3,610,375,17,184,33,0
1647,3,660,159,4,83,7,0
754,3,780,172,0,14,77,1
3193,3,400,75,14,2,64,0
4554,4,380,88,7,212,10,0
1416,3,445,98,4,54,92,0
754,3,890,129,1,54,22,1
2885,3,705,75,17,60,45,1
632,4,450,170,3,21,12,1
1806,3,805,270,4,2,5,1
1552,3,510,60,2,22,19,0
1592,3,385,249,4,205,7,0
671,3,1095,160,17,6,15,1
1213,3,1135,155,2,25,2,0
1624,3,1215,124,1,108,6,0
4647,3,671,89,7,5,257,0
875,4,399,101,13,45,24,0
3004,3,960,73,11,16,51,1
6615,3,677,120,7,6,257,0
759,3,1105,170,17,137,85,1
2820,3,780,74,11,58,0,0
47,3,1145,157,4,54,35,0
1770,3,755,141,0,22,51,1
204,4,450,63,1,2,33,0
2712,3,1155,137,4,54,6,1
7284,3,1284,92,12,65,127,1
1666,3,900,75,4,54,160,1
2116,3,510,155,17,30,77,1
122,3,1255,80,17,4,64,1
494,4,360,80,13,35,6,0
1489,3,1145,147,1,15,1,1
5222,3,1310,98,10,54,97,1
1752,3,530,85,17,0,45,1
912,3,375,85,17,133,63,1
5287,3,880,97,10,89,7,1
3079,3,1075,129,11,128,0,0
1532,3,1340,280,1,21,1,1
72,3,471,322,13,11,18,0
6875,3,935,127,7,6,114,0
111,3,826,93,13,0,15,0
239,3,425,170,0,183,39,1
2832,3,1365,69,12,1,55,0
2855,3,795,70,14,71,61,0
1974,3,615,235,2,2,49,0
760,3,390,165,17,80,48,0
451,3,500,135,2,131,6,0
3024,3,330,70,11,58,0,0
113,3,1190,67,1,4,15,0
4350,3,1315,56,8,54,111,1
1805,3,1055,160,4,130,13,1
1182,3,955,116,4,21,10,1
2229,3,500,200,2,183,2,0
7026,3,816,69,7,2,135,1
2336,3,865,98,11,102,150,0
72,3,953,340,13,0,35,1
416,3,1006,86,13,5,24,0
1001,3,1110,105,17,28,37,1
4321,3,985,84,8,150,26,0
5435,4,360,98,10,151,7,0
1438,3,1295,100,4,54,40,1
923,3,630,130,17,23,41,1
6769,3,1310,51,7,65,155,1
674,3,910,311,5,2,9,1
6882,3,1048,134,7,127,24,0
1252,4,450,103,1,38,40,0
4255,3,605,86,8,25,126,1
817,3,450,120,1,65,22,0
620,3,1055,128,3,55,33,0
127,3,495,195,17,72,48,0
828,3,854,160,15,16,96,0
152,3,660,94,3,3,183,0
2639,3,1187,104,12,129,1,0
5978,3,1102,69,11,129,113,0
2663,3,420,394,4,82,15,1
1616,3,590,115,1,108,39,1
4396,4,435,65,14,131,40,0
677,3,1020,255,2,71,8,0
161,3,634,49,6,214,11,0
520,3,900,200,2,127,2,0
411,3,840,95,17,4,18,1
4991,3,505,115,10,54,148,1
4051,3,1085,90,14,65,49,1
804,3,810,125,2,71,70,1
1686,3,520,150,4,54,25,0
734,3,1075,99,1,108,22,0
2816,3,460,100,14,235,2,0
950,4,430,145,15,72,41,0
540,3,635,270,15,54,12,0
1703,3,510,162,1,88,37,0
558,3,759,203,13,6,76,0
7124,3,1330,73,10,129,127,0
2362,3,960,318,4,2,9,0
1014,3,1293,146,4,54,59,0
3579,3,1145,90,17,205,18,0
1099,3,1080,55,17,128,84,1
6234,3,792,205,7,71,15,1
3707,3,1065,84,8,70,26,0
827,3,1090,90,17,6,67,1
32,3,360,146,13,55,24,0
1087,3,465,130,17,44,37,0
1788,3,665,145,2,71,42,0
926,3,590,134,1,108,6,1
810,4,385,255,2,0,6,1
807,4,435,75,17,7,47,1
85,3,922,151,13,6,15,1
2932,3,480,54,12,60,12,0
890,3,450,240,15,2,30,0
1419,3,515,305,4,130,15,1
2150,3,640,110,11,106,39,1
